feature	is.community.feat	pheno	domain	trait	mb.coef	age.coef	DR.1D.coef	DR.2D.coef	DR.20.coef	DR.40.coef	mb.pval	mb.padj
Paramuribaculum	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	 0.04096211	 0.52347256	-0.10510214	-0.14063765	-0.28128932	-0.50867723	0.06880744	0.45836171
Parvibacter	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	 0.02205373	 0.52787467	-0.10251147	-0.13766795	-0.25935012	-0.47323256	0.33829880	0.76552903
Prevotella	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	 0.05434907	 0.52957141	-0.10188548	-0.14673871	-0.26038086	-0.47777340	0.01014372	0.19729343
Romboutsia	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	 0.04596955	 0.52339991	-0.08949360	-0.11750975	-0.25421920	-0.53184407	0.04361402	0.39084023
Roseburia	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.01915308	 0.53036216	-0.10182316	-0.13641336	-0.25183376	-0.47277017	0.37183296	0.78915295
RuminiclostridiumE	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.00250774	 0.52728979	-0.09311224	-0.12719929	-0.25172312	-0.48272950	0.91214989	0.98586055
Schaedlerella	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.00487731	 0.52705566	-0.09405927	-0.12764690	-0.25382851	-0.48558624	0.83254762	0.96594097
Shannon	Y	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.02037672	 0.52775380	-0.08706354	-0.12783663	-0.24486029	-0.47274978	0.32778017	0.75782084
Simpson	Y	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.00889142	 0.52784511	-0.09019270	-0.12413740	-0.24750246	-0.47640662	0.66930985	0.91938119
Staphylococcus	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	 0.02312912	 0.52883045	-0.09481244	-0.12859886	-0.25364040	-0.48798432	0.27422819	0.71231672
TF0111	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.01900072	 0.52391425	-0.09656389	-0.12836802	-0.26216005	-0.50358042	0.43131119	0.82202126
Turicibacter	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	 0.01585800	 0.52279199	-0.08865096	-0.12215475	-0.24382007	-0.49054675	0.49827917	0.85455803
UBA11940	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.03389143	 0.52186906	-0.09909512	-0.13937045	-0.26504028	-0.49807886	0.14238011	0.57656823
UBA11957	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.01430156	 0.52504563	-0.10001123	-0.13615189	-0.25940464	-0.49634611	0.56689043	0.88480654
UBA1394	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.02895636	 0.52519696	-0.09290152	-0.13662028	-0.24869818	-0.47587904	0.18773996	0.63598512
UBA1405	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.02647727	 0.52815364	-0.09554541	-0.13537968	-0.26420505	-0.49176036	0.22413112	0.67347967
UBA2882	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.00504834	 0.52782518	-0.09405355	-0.12822688	-0.25070029	-0.47868999	0.82243491	0.96325805
UBA3282	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.06535769	 0.51746134	-0.09758543	-0.13984485	-0.26196607	-0.49461600	0.00242916	0.08926897
UBA3700	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	 0.00286975	 0.52811743	-0.09340025	-0.12511406	-0.25131062	-0.48193793	0.89573887	0.98279456
UBA3700NOV	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	 0.00606263	 0.52887283	-0.09509289	-0.12732191	-0.25572868	-0.48824262	0.78591908	0.95233823
UBA3818	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.04482090	 0.52617597	-0.10672402	-0.14495025	-0.27367614	-0.49505610	0.04248872	0.38579811
UBA7160	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	 0.02119309	 0.52763442	-0.09986692	-0.13596454	-0.25194232	-0.47629099	0.32797487	0.75788009
UBA7173	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	 0.04113614	 0.52888069	-0.10147499	-0.13166020	-0.27075279	-0.49433937	0.05671107	0.42969540
UBA7182	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	 0.01545601	 0.52985122	-0.08916507	-0.11912232	-0.24053593	-0.45930291	0.54602580	0.87399561
UBA946	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.05016399	 0.52411122	-0.11068554	-0.15665908	-0.26068996	-0.46791210	0.02426601	0.30017793
UBA9475	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.03362612	 0.51997071	-0.10383898	-0.13778024	-0.25931789	-0.48536616	0.13964492	0.57301444
UBA9502	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.02410214	 0.52481566	-0.10427829	-0.13531231	-0.26821918	-0.50673939	0.31215596	0.74560176
UMGS1004	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.05602521	 0.52267419	-0.09062034	-0.11855733	-0.21815907	-0.43448309	0.01241006	0.22112570
UMGS1217	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	 0.01185685	 0.52835257	-0.09356785	-0.12260402	-0.24943588	-0.47632185	0.57074138	0.88609458
UMGS1370	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	 0.00458706	 0.52780424	-0.09120856	-0.12246259	-0.24712849	-0.47592910	0.84488317	0.96939540
UMGS1815	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.02647208	 0.52855787	-0.08453135	-0.11200781	-0.21859235	-0.44720253	0.28540863	0.72327779
UMGS1872	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	 0.00845240	 0.52765367	-0.09187516	-0.12441148	-0.24779717	-0.47523787	0.69855422	0.92754799
UMGS268	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.05679419	 0.51367726	-0.09671723	-0.13939229	-0.25212284	-0.47547484	0.01029444	0.19744897
X142	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.02097796	 0.52671539	-0.09547464	-0.12439864	-0.25940363	-0.49387022	0.33389110	0.76306478
X1XD4269	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.04305356	 0.52018439	-0.10910849	-0.14747093	-0.24861501	-0.47928034	0.04506659	0.39319482
X1XD876	N	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	-0.05722796	 0.53235065	-0.10472194	-0.14488496	-0.26860522	-0.50044718	0.00688031	0.16307979
uniq	Y	FACS_B.CD11BposPercB	FACS	B.CD11BposPercB	 0.08604470	 0.50624495	-0.11979941	-0.15293906	-0.29533615	-0.52487555	0.00021309	0.01895261
AF3328	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.03786532	-0.14060156	 0.20820837	 0.45164414	 0.04385050	-0.02886090	0.11393435	0.53676475
AM0715	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.01523965	-0.13549344	 0.21348890	 0.44798929	 0.06074962	-0.00466801	0.54924945	0.87544811
ASF356	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.04909110	-0.15160111	 0.20577198	 0.43880977	 0.03206623	-0.04316252	0.06175234	0.44064913
Acetatifactor	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.03117356	-0.14105770	 0.20373088	 0.45107062	 0.04559755	-0.00567445	0.19353094	0.64058393
Acutalibacter	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.01222636	-0.13712913	 0.21523294	 0.45162871	 0.05855993	-0.00501096	0.61667378	0.90206653
Adlercreutzia	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.03068355	-0.13612261	 0.22427742	 0.46367789	 0.06183888	-0.02091323	0.23546992	0.68333198
Akkermansia	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.04258803	-0.14146948	 0.21758018	 0.45592590	 0.03969020	-0.04073915	0.08048189	0.48009142
Alistipes	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.00844366	-0.13540532	 0.21124567	 0.44719307	 0.05160174	-0.01166954	0.73976919	0.94030488
Anaerotignum	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.00184264	-0.13824846	 0.21099456	 0.44642133	 0.05075396	-0.01193604	0.93875094	0.99144844
Anaerotruncus	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.01329168	-0.13782900	 0.20639386	 0.44099805	 0.04430424	-0.02072179	0.58361203	0.89092819
AnaerovoracaceaeNOV	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.00050283	-0.13841825	 0.21112563	 0.44645426	 0.05104986	-0.01213224	0.98313396	0.99763440
Angelakisella	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.02486665	-0.13463654	 0.22271286	 0.46177668	 0.06485142	-0.00351024	0.32574836	0.75658204
Bacteroides	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.04944502	-0.14528771	 0.19761328	 0.42437428	 0.02882631	-0.02312672	0.04444761	0.39135809
Bifidobacterium	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.00703401	-0.13520442	 0.21032205	 0.44805854	 0.04972698	-0.00828616	0.80053274	0.95713178
BorkfalkiaceaeNOV	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.01405067	-0.14058840	 0.21115836	 0.44528541	 0.05696796	-0.00634540	0.56746885	0.88506666
ButyricicoccaceaeNOV	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.02868174	-0.13964016	 0.19891534	 0.43042955	 0.03906364	-0.01775137	0.23504753	0.68320005
CAG115	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.03215033	-0.13595594	 0.21603215	 0.44198425	 0.05459519	 0.00129697	0.18200986	0.62951374
CAG145	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.00770390	-0.13798992	 0.21010445	 0.44690098	 0.05030671	-0.01049853	0.75006671	0.94270070
CAG273	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.01519677	-0.14089987	 0.21085467	 0.44633694	 0.05090558	-0.01511337	0.52876457	0.86880725
CAG274NOV	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.00952100	-0.13979525	 0.20940656	 0.43875534	 0.04774918	-0.01934481	0.71857822	0.93455033
CAG303	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.00863347	-0.13906045	 0.20995576	 0.44413343	 0.04994476	-0.01492165	0.72050468	0.93468307
CAG41	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.02660142	-0.13744106	 0.22043757	 0.47121401	 0.05439627	-0.00312116	0.28112514	0.71825355
CAG475	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.00173734	-0.13871571	 0.21092057	 0.44564451	 0.05102781	-0.01188242	0.94529791	0.99228716
CAG485	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.05103031	-0.14823036	 0.19747217	 0.42500281	 0.02553751	-0.03830694	0.04653963	0.39684826
CAG510	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.00394007	-0.13775100	 0.21186615	 0.44643151	 0.05158667	-0.00892685	0.87467714	0.97601088
CAG552NOV	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.02628020	-0.14487083	 0.20978256	 0.44645499	 0.04748195	-0.01138821	0.29415553	0.73044186
CAG56	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.01597051	-0.13944135	 0.21325750	 0.45094656	 0.04757551	-0.02103043	0.50691002	0.85984129
CAG582	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.00072274	-0.13826513	 0.21121680	 0.44666894	 0.05099343	-0.01225874	0.97602711	0.99695793
CAG776	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.01980345	-0.13947105	 0.21344869	 0.44616147	 0.05370613	-0.00639388	0.40976623	0.80982141
CAG81	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.01954776	-0.13914291	 0.20660265	 0.44248171	 0.04361318	-0.01825867	0.41766986	0.81345866
CAG873	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.04164590	-0.13671794	 0.19482906	 0.42389252	 0.03036467	-0.03372841	0.08435980	0.48629421
CAG95	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.00015900	-0.13839864	 0.21130553	 0.44666770	 0.05108414	-0.01195319	0.99476153	0.99912224
COE1	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.02023106	-0.14203158	 0.20496940	 0.43825054	 0.03864985	-0.03263964	0.45377105	0.83159798
Chao1	Y	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.02193579	-0.13691217	 0.21098871	 0.45199959	 0.04908677	-0.01308688	0.34455578	0.77256583
Clostridium	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.00961197	-0.13754805	 0.21072325	 0.44390291	 0.05002741	-0.00487696	0.69300020	0.92588902
ClostridiumQ	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.00660083	-0.13781162	 0.21097770	 0.44533933	 0.05221077	-0.00692178	0.78759679	0.95277889
D1663	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.00538277	-0.13825265	 0.21377339	 0.44928735	 0.05186960	-0.01608151	0.83553915	0.96664817
Desulfovibrio	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.01114350	-0.14145499	 0.20818013	 0.44559936	 0.05094242	-0.01586031	0.65689676	0.91601338
Dorea	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.02426848	-0.13613129	 0.21713222	 0.45313417	 0.05694784	 0.00415804	0.32591604	0.75658204
Dubosiella	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.02083504	-0.14485336	 0.22140095	 0.45225369	 0.05362059	-0.02172100	0.40849032	0.80960737
Duncaniella	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.03653597	-0.13694308	 0.19961787	 0.42746227	 0.03631337	-0.02479365	0.12914791	0.55758933
Emergencia	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.00972539	-0.13979803	 0.21539017	 0.45210100	 0.04767262	-0.02357813	0.73114948	0.93777726
EnterococcusD	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.00663533	-0.14021082	 0.21055056	 0.44617105	 0.04962163	-0.01375257	0.79432290	0.95482031
ErysipelatoclostridiaceaeNOV	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.04550511	-0.13806175	 0.19777029	 0.43819012	 0.04316479	 0.00266541	0.05744773	0.43148572
Erysipelatoclostridium	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.02878014	-0.13892424	 0.20347259	 0.44429038	 0.03485102	-0.02227578	0.23465027	0.68294550
ErysipelotrichaceaeNOV	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.00900642	-0.13786369	 0.21016314	 0.44658929	 0.05174178	-0.00059832	0.72675508	0.93684383
Escherichia	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.01144904	-0.14073289	 0.21072501	 0.44499603	 0.05027856	-0.01641431	0.64656814	0.91191085
EubacteriumF	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.01953123	-0.14130997	 0.21478416	 0.45292234	 0.05584316	-0.00998926	0.41158584	0.81064042
EubacteriumG	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.00778808	-0.14013042	 0.20927696	 0.44464514	 0.04824049	-0.01442385	0.75224019	0.94358585
EubacteriumJ	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.02324891	-0.14058535	 0.20464835	 0.43699605	 0.03673329	-0.03456763	0.36327991	0.78493771
Evtepia	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.04549903	-0.13815253	 0.21970624	 0.45684750	 0.07895193	 0.02451062	0.06088376	0.43847210
Flavonifractor	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.01071720	-0.13868641	 0.20942909	 0.44311037	 0.04620594	-0.01802259	0.65940010	0.91686153
HungatellaA	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.01820864	-0.13463689	 0.21199437	 0.44579453	 0.05017995	-0.01024316	0.44588716	0.82867707
Ileibacterium	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.01519534	-0.14037101	 0.21010852	 0.43443438	 0.04655606	-0.01939909	0.55185642	0.87667355
Kineothrix	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.00713948	-0.13752001	 0.21236349	 0.45019668	 0.05483230	-0.00400861	0.78655521	0.95249662
Lachnospira	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.05138526	-0.14911543	 0.21935643	 0.45167175	 0.03990273	-0.04833501	0.04448317	0.39150764
LachnospiraceaeNOV	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.00226944	-0.13892793	 0.21101712	 0.44654469	 0.05083332	-0.01203493	0.92534075	0.98865922
Lactobacillus	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.00062925	-0.13843164	 0.21106902	 0.44598418	 0.05070574	-0.01240618	0.98073985	0.99707737
Lawsonibacter	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.02271079	-0.13741167	 0.21708934	 0.45573973	 0.06379600	-0.00433782	0.35011728	0.77676901
Ligilactobacillus	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.01895746	-0.13217066	 0.22926160	 0.46714292	 0.07185752	 0.01188849	0.62228637	0.90494514
Limosilactobacillus	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.02544880	-0.13991952	 0.21750309	 0.47038339	 0.06504649	 0.00711240	0.31565220	0.74838556
Mailhella	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.00517617	-0.13827652	 0.21232874	 0.44860922	 0.05105933	-0.01352793	0.82976881	0.96548337
MarseilleP3106	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.03140249	-0.13614101	 0.21077331	 0.44944888	 0.04115878	-0.01103099	0.17966732	0.62869011
MuribaculaceaeNOV	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.02793813	-0.15004228	 0.20584318	 0.44976288	 0.04481016	-0.01997442	0.30185596	0.73771846
Muribaculum	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.06923528	-0.14275105	 0.18066587	 0.40789105	 0.01545098	-0.05678656	0.00561125	0.14778504
Oscillibacter	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.02820111	-0.13338835	 0.21816202	 0.45926763	 0.06064077	-0.00411020	0.25384663	0.69699533
OscillospiraceaeNOV	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.01226653	-0.13635976	 0.21431179	 0.45287408	 0.05582253	-0.00687024	0.62892786	0.90633137
PCoA1	Y	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.02362755	-0.14192276	 0.20147878	 0.43139252	 0.03387082	-0.03286781	0.37369576	0.79021915
PCoA2	Y	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.00101407	-0.13828654	 0.21151720	 0.44692939	 0.05178018	-0.01066069	0.97015141	0.99636871
PCoA3	Y	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.04737373	-0.12606746	 0.21941974	 0.46150442	 0.06219109	 0.00127311	0.06567351	0.45092247
Paramuribaculum	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.05386141	-0.14382895	 0.19475937	 0.42666858	 0.01016705	-0.04868496	0.03377563	0.34594116
Parvibacter	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.00571252	-0.13844252	 0.20867999	 0.44344258	 0.04875774	-0.00976780	0.82474621	0.96327232
Prevotella	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.05997809	-0.13607610	 0.20052132	 0.42278966	 0.03907190	-0.00931997	0.01174068	0.21482802
Romboutsia	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.03199058	-0.14119706	 0.21331884	 0.45171528	 0.04871362	-0.04778753	0.21396488	0.66213248
Roseburia	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.04275831	-0.13241527	 0.19211040	 0.42249485	 0.04914757	 0.00493286	0.07690163	0.47272971
RuminiclostridiumE	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.00604929	-0.13932853	 0.21096057	 0.44186994	 0.04880145	-0.01577207	0.81315042	0.96064660
Schaedlerella	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.01721269	-0.13627229	 0.21510971	 0.45518171	 0.06188797	 0.00365553	0.50743321	0.86004821
Shannon	Y	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.00624019	-0.13842874	 0.20950206	 0.44734459	 0.04933439	-0.01443719	0.79106832	0.95334338
Simpson	Y	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.01100962	-0.13860760	 0.20787300	 0.44516272	 0.04718337	-0.01754228	0.64035150	0.90866560
Staphylococcus	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.04440439	-0.13622197	 0.20894541	 0.44201410	 0.04639242	-0.02614109	0.06148184	0.44032908
TF0111	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.00755930	-0.13690336	 0.21259365	 0.44782745	 0.05555327	-0.00318322	0.78153543	0.95081263
Turicibacter	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.01753321	-0.13293472	 0.20672243	 0.44292524	 0.04394758	-0.00193600	0.50440632	0.85820916
UBA11940	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.02860715	-0.13308333	 0.21629666	 0.45784323	 0.06256687	 0.00114472	0.26730174	0.70781418
UBA11957	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.01029223	-0.13647998	 0.21640274	 0.45432664	 0.05756749	-0.00123920	0.71445345	0.93271117
UBA1394	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.02577554	-0.14068561	 0.21137813	 0.43633089	 0.05274164	-0.00714842	0.29520010	0.73137316
UBA1405	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.01555018	-0.13832911	 0.20963367	 0.44102769	 0.04327579	-0.01806941	0.52380984	0.86694313
UBA2882	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.01876100	-0.13792008	 0.20696972	 0.43530131	 0.05075435	-0.00307629	0.45613276	0.83332160
UBA3282	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.00263216	-0.13801013	 0.21143936	 0.44716641	 0.05151314	-0.01141251	0.91361883	0.98598051
UBA3700	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.02173591	-0.13500017	 0.20757038	 0.44755259	 0.04656643	-0.01821094	0.37393777	0.79040995
UBA3700NOV	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.00318750	-0.13779088	 0.21015436	 0.44550519	 0.04846691	-0.01572529	0.89914988	0.98355851
UBA3818	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.00892389	-0.13865674	 0.20844616	 0.44278761	 0.04625023	-0.01505243	0.71823222	0.93442890
UBA7160	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.01309557	-0.13840577	 0.21541551	 0.45315230	 0.05185101	-0.01504859	0.59007234	0.89377173
UBA7173	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.02563043	-0.13777248	 0.20618887	 0.44258387	 0.03858237	-0.02021172	0.28995815	0.72685685
UBA7182	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.02893582	-0.13423958	 0.21831807	 0.45795042	 0.06983687	 0.02865473	0.31296359	0.74609359
UBA946	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.00950709	-0.13776133	 0.21464737	 0.45256081	 0.05295699	-0.01445074	0.70375745	0.92923578
UBA9475	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.04437396	-0.12831901	 0.22579586	 0.46287781	 0.06239046	-0.00648511	0.08157456	0.48091176
UBA9502	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.01085224	-0.13981861	 0.20631008	 0.44237791	 0.04334704	-0.02328452	0.68546337	0.92262915
UMGS1004	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.03330051	-0.14156695	 0.21217667	 0.45093385	 0.07033831	 0.01588284	0.18409398	0.63108662
UMGS1217	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.01313494	-0.13915990	 0.21174295	 0.44362096	 0.04915270	-0.01750034	0.57871150	0.88937443
UMGS1370	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.04101886	-0.13707202	 0.22677792	 0.47075043	 0.08288458	 0.03430843	0.11888844	0.54147888
UMGS1815	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.02211389	-0.13920118	 0.20438479	 0.43576139	 0.02462753	-0.04025227	0.42676421	0.81921161
UMGS1872	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.01023274	-0.13844703	 0.21252727	 0.44748501	 0.05457506	-0.00490196	0.67608935	0.92066009
UMGS268	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.01926567	-0.14314573	 0.20979709	 0.44203740	 0.05043580	-0.01009266	0.43815088	0.82491236
X142	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.02127399	-0.13938872	 0.20859769	 0.44787435	 0.04198669	-0.02514156	0.38490496	0.79726427
X1XD4269	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	-0.01095223	-0.14028841	 0.20708108	 0.44126294	 0.05140375	-0.01131138	0.65196795	0.91454265
X1XD876	N	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.01486536	-0.13944638	 0.21444264	 0.45130459	 0.05568262	-0.00747609	0.53405796	0.87081324
uniq	Y	FACS_B.CD62LposPercB	FACS	B.CD62LposPercB	 0.04906237	-0.15062950	 0.19552888	 0.43046616	 0.02522556	-0.03626804	0.06074253	0.43804031
AF3328	N	FACS_B.NKG2DposPercB	FACS	B.NKG2DposPercB	-0.02545420	-0.75909670	-0.24988389	-0.41040955	-0.27240545	-0.26189802	0.04844517	0.40362675
AM0715	N	FACS_B.NKG2DposPercB	FACS	B.NKG2DposPercB	-0.02386761	-0.76249743	-0.25177255	-0.41519150	-0.28389352	-0.26034218	0.07933397	0.47756317
ASF356	N	FACS_B.NKG2DposPercB	FACS	B.NKG2DposPercB	-0.00259513	-0.75859305	-0.24786287	-0.41327329	-0.26973190	-0.25010748	0.85341707	0.97121811
Acetatifactor	N	FACS_B.NKG2DposPercB	FACS	B.NKG2DposPercB	 0.00246935	-0.75770864	-0.24682595	-0.41316122	-0.26815051	-0.24883798	0.84709478	0.96995039
Acutalibacter	N	FACS_B.NKG2DposPercB	FACS	B.NKG2DposPercB	 0.01018364	-0.75686881	-0.24441710	-0.40866009	-0.26297160	-0.24261236	0.44293717	0.82620697
