Pathway	02-01	02-02	02-03	02-04	02-05	02-06	02-07	02-08	02-09	02-10	02-11	02-12	02-13	02-14	02-15	08-01	08-02	08-03	08-04	08-05	08-06	08-07	08-08	08-09	08-10	08-11	08-12	08-13	08-14	08-15	12-01	12-02	12-03	12-04	12-05	12-06	12-07	12-08	12-09	12-10	12-11	12-12	12-13	12-14	12-15	14-01	14-02	14-03	14-04	14-05	14-06	14-07	14-08	14-09	14-10	14-11	14-12	14-13	14-14	14-15	16-01	16-02	16-03	16-04	16-05	16-06	16-07	16-08	16-09	16-10	16-11	16-12	16-13	16-15	18-01	18-02	18-03	18-04	18-05	18-06	18-07	18-08	18-09	18-10	18-11	18-12	18-13	18-14	18-15	20-01	20-02	20-03	20-04	20-05	20-06	20-07	20-10	20-11	20-12	20-13	20-15	23-01	23-02	23-03	23-04	23-05	23-06	23-07	23-08	23-09	23-10	23-11	23-15	24-01	24-02	24-03	24-04	24-05	24-07	24-08	24-09	24-10	24-13	24-15	26-02	26-03	26-07	26-08	26-10	26-11	26-12	26-13	26-15	28-04	28-09	28-10	28-11	28-12	30-11	30-12	30-15
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	1463.2701969669	1358.5773588332	1186.2948064648	378.2107438289	1091.0827106558	950.7177970386	2235.5634661145	2201.1731133060	2294.7034335025	1787.9753762464	1576.0111885885	1592.3924306574	971.1058660651	787.9120298303	1719.5312070310	773.4996801117	955.2154266841	1046.7616351491	386.0670395713	654.8856876851	808.7759854808	990.0708659704	1047.5257182680	1270.4691931915	823.0097981283	764.3037927006	1024.9451755765	1033.0335643410	731.9678208871	862.9049637502	527.2371190389	924.9586770194	1319.6076411469	1178.6893079233	903.5653489281	873.3021251224	945.3227945281	325.2014419290	1207.3059377693	878.8302946145	777.2284708360	944.2626855476	1367.7866174092	1061.7611652339	1525.9398973646	1015.7434991842	1066.9039015712	907.3373799003	1088.7917694604	858.6634319670	564.3101458663	1246.4988295752	725.0227894222	1574.5288228593	1354.6541572804	1233.6383941913	1219.8433755229	1887.5992921363	1083.9786810201	1387.9569089907	434.8458259624	863.1008560197	834.8130078692	1291.1620537528	794.9523332605	506.7100789430	669.2586357094	778.5552748931	1352.9470791074	580.7869018579	374.5178265178	739.6715367110	722.4470112332	804.7181651145	1692.9020725455	1417.0198365972	931.4870057517	755.0041471739	1551.9749938038	1056.4962690281	878.0027922449	1361.5729935724	1386.4327524433	1243.3720268369	934.5930068431	702.5679583142	1092.2845681095	896.2718692514	1643.1193820897	395.2681229282	881.0385859834	623.8920906493	831.9887013407	634.5066450877	761.1081456073	737.2949186991	804.5007393682	831.5094516481	719.9467705426	679.9142391224	1509.9428850605	810.7432366054	594.4591866540	969.4552089249	694.8174899072	5101.0249493702	888.7213414535	711.6379292702	1272.9478729552	1472.8379671979	975.4500706613	1046.8142784321	1284.7398660632	958.7923912470	661.2092503529	545.5499461805	490.9823993213	771.6206544596	1082.2324329549	1055.6602773957	956.2068766032	1781.4764456097	921.9326592767	1658.4434945569	664.2003950098	553.8577456777	954.8416219138	984.0346215845	741.5724241370	773.8584542520	873.5325921907	763.7520756308	1130.6529056203	900.7707568589	592.3531737649	1084.9622387531	866.9740208135	1058.0756350154	517.5659520921	462.6275269720	502.4750507125
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.3233928246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.7496988218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.7176917597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	13.7655845252	30.2283983064	58.7716689337	0	32.4415733387	39.5718596424	29.6043820089	43.4163575407	35.0668822825	23.5073800090	27.7210500421	17.8364173774	34.6492521189	46.7447262222	31.8627415707	35.1742619317	87.0569506054	27.3162760541	72.9641457873	96.0960646638	59.8901870390	12.4488499427	15.4331958921	31.1949961370	44.7373356158	42.8336354407	0	24.2416611269	21.5980548213	66.9748375672	97.0043701496	122.8020887842	50.0170316480	93.7581498508	58.3581630657	151.1321208768	175.7352315619	27.4176915978	230.6853456688	92.4169721863	107.0749162601	234.8243008025	222.7834485028	134.0337486682	208.4594644106	175.9484112690	119.4554183968	69.4084773828	32.9826682453	138.4007655775	103.9740124375	101.3819790135	41.1095478384	103.2353896916	110.8068749933	119.5433096790	99.9990226226	74.9919320866	86.6094992936	98.2303217235	20.5794967158	53.1438418671	75.6207419008	63.2837628172	67.6085683134	143.4807503284	126.6297141174	89.4370504448	36.8634509050	132.1193137974	81.2204303928	141.4444667811	102.9860827356	77.6450679474	43.3144955835	44.7604903708	103.2580449955	52.5839487520	155.7718351706	149.5625923004	142.8466908459	137.0079583879	179.8086983308	168.4053953883	16.7108559678	82.8454251536	16.5648184548	128.3398816330	124.4605515662	34.8035659619	108.4052888498	64.3772229936	61.2426001045	61.4405529339	80.8318268189	98.4977581671	109.3691894392	80.3920913475	117.3982002475	74.5765853819	122.8547248385	18.0805283346	33.3225727912	38.8746705958	47.9809684618	512.7518601027	50.3878068809	7.8501536127	111.7910318558	97.9835889656	51.4418863596	14.0386158016	22.5073836746	91.1527644204	13.2049320011	29.9215048976	13.3205649397	63.0347765281	17.5905837446	13.2877641128	22.5644909743	81.9922679683	15.2391463646	34.7046696707	64.4731654819	38.8885212357	9.4160466539	28.0408081437	36.5908899814	18.6715373261	39.2749412096	66.8042702930	17.1433548102	80.0436010797	25.5006163691	64.3123941908	18.4293441866	9.7892026661	15.8501738128	48.6930341910	0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.6548416548	0	0	0	0	0	0	0
PWY-6527: stachyose degradation	873.4302040576	1015.3074545931	837.7762069269	329.7751356863	1075.7585428851	753.1337290158	1550.0998024916	1483.6366645692	1541.7677666992	1318.1730475937	965.1246633636	1027.0418028569	738.5249376223	701.3375485051	1119.0380656081	568.2271253320	721.5537446765	602.7534290705	349.9900074100	531.6351205865	343.1480971310	406.8032622865	650.0923943534	653.7873984627	687.9243537034	502.1961117560	686.9696956612	395.8251000034	517.2241152296	474.6637396279	654.1545411141	888.9843010135	682.1877338545	907.9896175435	485.6540084846	922.2255365865	837.1400906869	141.9777278005	1118.4253997379	537.3263074566	739.3467981867	1178.0682874424	967.1138619370	651.0174953311	986.9589950123	622.3219727583	624.2617709344	730.6558469604	675.6783609910	853.8211450920	452.0775957670	720.8261957829	205.5405445905	979.3527232899	866.7972978860	742.8775337786	1065.8929300385	1159.4076147964	649.2614786657	546.3716536608	260.7432601180	453.9957592038	634.2110338964	1005.4050714497	806.7689820469	703.6192947121	617.2615376435	611.2894430607	779.0174354885	599.0490363461	529.6862546718	1117.1358174999	950.7840324615	540.2706315325	956.1190456635	1007.2865409872	807.6339862310	951.5843707564	1247.9526966230	936.5631652637	681.9346785668	955.9404779539	1118.2104047509	1103.4093104738	728.4370859752	769.4667489539	656.7790815327	1157.1143256046	1712.7370080692	130.3268331556	482.9375342669	619.0424088094	827.2722735525	608.2362644513	422.3198265080	693.7836106515	815.2336506960	798.8838146482	811.0024529876	794.3052509338	801.3450834020	351.0149009429	182.4624942474	393.6978754747	649.9787580471	4036.2419468927	266.4729419069	515.7429949551	572.8972379542	390.6498107428	521.4111180188	554.7402215566	289.1142702010	582.6882082598	285.1785516772	258.5078649609	510.3959265557	400.9361465557	369.2477001378	164.3375601506	256.7898904754	599.3117136134	467.3086540967	598.2477676654	659.5594518947	414.3769620090	272.2284873037	525.1985732356	253.1304760083	535.5953838854	274.3275301893	410.3962664377	348.8047026064	476.7957147176	283.6157459765	580.1462983097	366.1958875597	263.1560999908	135.8167070845	295.0891200498	226.2778544075
PWY-6531: mannitol cycle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.6400923418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.4437396164	0	0	0	0	0	0	0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	0	0	0	0	0	0	0	0	0	0	0	0	0	69.5330667704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.7061102545	0	178.2652191410	175.4484628376	204.5057539011	0	0	0	0	0	0	0	0	0	0	173.8657765271	112.1718386946	171.3458617001	113.2075957896	126.0681780709	0	0	0	0	0	0	0	0	0	0	21.4461197855	44.2719069052	31.7788659586	67.5928959702	0	0	0	0	0	0	0	0	0	0	124.4913763550	52.5765508352	120.3178140484	123.2176017080	150.3517997682	0	0	0	0	0	0	0	0	113.3192295643	44.2601841335	0	152.4729970256	0	0	0	0	346.8265703201	0	0	0	0	0	125.4778400326	62.1426624876	0	0	0	0	0	0	0	0	40.5442813344	63.6633267802	118.3875109033	0	0	0	0	0	217.9956948751	125.2168345152	130.5711613411	49.4654054534	58.8471293726	0	0	0	96.6569743107	0	70.2820317184	0
PWY-6549: L-glutamine biosynthesis III	0	0	71.0281177782	0	50.6426721242	128.5080646288	0	0	0	0	0	0	139.1736570928	41.7432818605	0	52.2294624353	46.5613169354	0	35.1270844346	49.8455419576	0	0	0	0	62.5437763594	58.3741330688	0	0	0	52.3677873132	54.3309697882	110.9365581058	56.9896894384	71.4384279601	0	128.5751260430	120.5758527854	0	140.7277975966	0	0	109.9036762036	83.4519957249	0	61.1781334740	48.4360561095	0	0	0	121.1079159511	49.3609171173	60.8080333558	0	0	56.1018953063	64.5524552488	71.3076539128	0	64.3878224875	0	0	61.4987704690	77.2125075761	88.1210642066	114.5798880211	0	69.3244088544	56.7894094959	0	60.5840475068	0	98.8809414288	75.3692928169	0	104.4162322443	87.4955716947	135.2467774233	149.1964575754	133.5994778090	157.5608526704	71.1378949269	67.1818233166	120.6729493978	134.9345168626	0	69.3652649917	0	171.4611599618	139.7555653023	0	0	102.0216078808	138.0933575057	85.5019802920	68.6866204763	72.9727028525	47.8746653046	69.5894408880	101.1796994781	83.2774123235	0	0	0	47.7696390841	130.7228266712	807.9354731349	0	85.1452185615	90.1102269243	0	58.7321509876	0	26.6627265336	0	0	50.6409734662	51.1430823359	0	0	0	0	0	66.0914554713	0	0	102.7773437059	0	59.0571547650	0	49.5526954699	88.8352627112	148.9264246654	0	0	43.7494632547	0	66.0316937551	0	29.1831697020	40.6303401349	50.5231823987
PWY-6588: pyruvate fermentation to acetone	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.7489072443	0	0	0	54.2195488145	132.9797588806	123.3780675619	73.0138090276	114.6024347303	98.7712416382	87.7776778008	52.3897208849	23.2967764454	27.9687530626	38.0509394675	26.2090785355	29.8324203214	71.0855868513	57.5162913069	59.8884224432	23.6720582680	28.4633824265	48.7502611883	35.7064338828	0	0	22.7772286155	31.1809845018	0	0	0	0	30.7540601135	0	0	27.9933951059	25.9824899225	51.8357070952	0	0	0	0	0	0	0	0	0	0	0	0	0	29.6058999002	0	27.0015366318	67.4424020905	0	35.4334322362	0	40.7290371717	0	0	0	0	0	0	0	0	0	0	92.5954377592	0	0	0	0	0	0	0	57.5173510152	0	0	0	43.9486507729	0	0	0	0	20.9499385489	0	0	0	0	0	0	0	0	0	0	9.1927450326	14.6685460298	0	0	0	0	0	0
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	0	92.7232007156	98.7040623798	0	171.4343120727	109.9329008025	167.3942888964	152.9618030897	105.6925414300	105.1706874313	0	58.7738479600	71.1780327411	62.0079640489	117.9429799841	105.7710429145	134.0025704679	98.0424621934	34.0882239650	67.4001976349	0	0	0	66.4210735426	47.4362963479	46.1975212306	0	40.1235937604	29.7632407625	38.3581608688	70.3029953733	119.1560962643	100.6117032458	42.9084576729	27.6374551323	54.7007737572	136.0699392493	0	127.3053156057	61.6424719761	167.5236221464	323.3072019501	256.8594494889	212.4890349791	248.1124907860	119.4209961547	129.5040993034	146.1763262004	38.0354751661	117.5072871208	73.7487884532	37.8012052651	36.9943769298	76.3237014299	90.3831757511	143.5122866793	198.0961534708	140.4783775660	150.0484864194	98.6406769763	0	0	91.2526229831	56.2741707657	62.3836749269	44.0047019109	26.9764904001	78.5450135182	61.7975438602	35.2529616826	82.3105148929	236.4343047906	100.5464353982	90.1759708835	53.2063998735	81.9774361308	104.2063903719	43.4598286092	124.9430333138	92.9902737466	94.9790292481	72.9683645745	120.0453708078	81.7787414528	127.7998100924	139.0644701206	106.2235732564	179.2954473544	258.3370803176	33.2911449416	52.6417298754	81.3686201210	66.7452898066	28.7783949904	82.8968496110	47.3826416762	96.4123594578	140.6189177508	137.0334614503	65.2953036590	136.5972783252	27.8430057716	0	0	41.3541023253	424.3175528285	36.7888003741	30.9914359468	39.1376911345	0	37.8014032955	83.5726887014	65.7628467982	68.8716421254	35.9341797429	38.0564883709	66.7885753599	55.8796303467	0	0	0	0	0	36.2367246041	118.5876045557	108.9950761665	0	49.6439108620	25.8936544624	94.8231261540	72.4778642052	69.6864048385	38.5128258893	66.0126491276	0	0	46.9223292864	37.4562572795	0	29.9860739420	53.7191425252
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	27.3956764874	0	0	0	0	0	0	0	0	0	57.9394463335	22.4711946235	35.3032883009	0	0	22.1683814771	0	0	0	0	17.9586822512	0	0	23.2742971780	0	0	0	0	0	29.9981235269	34.2887305987	44.1486994763	71.0240696446	0	0	0	0	0	29.5266768970	0	46.8218027308	0	47.1023082612	0	0	0	83.0975143684	0	0	0	0	0	0	31.2081460446	0	0	58.8994966042	0	0	0	0	37.6374426890	58.6708209465	35.9276806997	53.0354369261	0	38.0098434515	0	27.0164928568	0	0	0	65.5821237039	30.6549979900	0	113.0060544453	44.1688931544	0	0	48.6229816203	25.6044701233	0	0	38.5278589657	0	55.3377065412	0	80.7599207852	0	0	30.0135370939	0	0	0	23.8137386374	0	0	0	55.3849029255	0	90.6628101227	52.4917405866	0	0	30.8852025161	209.1180421356	30.6166839500	0	0	0	56.6841768009	37.6980964178	0	0	17.8823881704	34.0124719450	0	34.8004983477	0	0	0	33.4345558456	25.4154505443	0	0	0	34.5435676320	74.7922154452	22.8158858776	72.1462270676	0	0	0	0	41.5523716206	55.6585416274	33.3819385747	0	0	0	0
PWY-6606: guanosine nucleotides degradation II	67.9057064982	111.0626993244	72.6878003988	0	0	30.2217879782	0	69.4099242957	90.1507025647	141.5973711459	65.3151077330	112.1627729969	53.1327887304	0	84.4312050636	69.9572190358	59.5370891498	35.8332557332	81.2332575434	53.5747612806	28.6068455681	17.0934422576	31.0252131035	77.5993184338	40.0302661320	60.0624212611	25.7058976925	28.4554956095	56.3494301528	64.0767990538	57.8212427388	163.9024347447	160.7866808870	162.8434000941	49.6272802199	57.3508047720	43.4697409517	0	69.2026419155	65.2465802850	97.1467560429	0	64.0160138478	76.8768410837	75.0521004851	107.6476182043	96.0951508344	69.1783626614	0	116.5770736231	46.1848085712	141.6696242565	38.8835301583	59.3910248896	35.3532027273	117.2853303644	147.5962013043	21.2710387160	85.1275625675	0	23.0773249519	56.7043618631	143.2749209520	50.9074545944	90.6629635103	0	55.6300523386	25.9113389832	38.2234915649	37.0279999107	47.9583973840	145.8190218674	89.8271458772	73.9729415906	49.4782000959	128.5591304413	108.8992219009	176.2881179534	197.8903798632	94.8047138267	71.8201782623	131.3263117082	122.0934397279	132.0964429235	73.1578634568	103.4625711883	38.3686274679	133.9764456742	160.2213764840	39.8959812782	50.8455203682	84.5043472562	80.6888780306	98.0241698499	38.7262995145	36.1237314364	55.5559440668	104.7281028953	100.8015119965	100.8019828014	114.8030514176	71.3842136459	0	0	88.0385497323	309.5190118124	37.4561215148	49.4622683731	110.8669216543	51.4764322488	71.1251144902	65.3038110630	54.2804838416	86.2292948784	28.1134458531	41.9660604786	71.1041688992	99.6428725815	0	29.5451035892	46.1858670400	41.9573362737	58.0959424627	41.1626820832	29.3939248336	46.0424801265	59.2287270540	99.0770177756	28.1130732696	88.4368657498	32.9758344487	71.7865962988	0	39.1304453420	64.6390549174	96.9306225929	44.3359492427	49.6338001289	0	32.8354626314	21.6915173221
PWY-6607: guanosine nucleotides degradation I	21.2063394692	0	72.6878003988	0	0	30.2217879782	0	0	0	0	65.3151077330	16.1014405098	30.7166315726	0	0	69.9572190358	59.5370891498	35.8332557332	81.2332575434	53.5747612806	15.3898645747	17.0934422576	31.0252131035	77.5993184338	40.0302661320	60.0624212611	0	28.4554956095	56.3494301528	64.0767990538	39.9459406251	163.9024347447	160.7866808870	162.8434000941	49.6272802199	57.3508047720	43.4697409517	0	33.2920047601	65.2465802850	97.1467560429	0	64.0160138478	76.8768410837	75.0521004851	107.6476182043	96.0951508344	69.1783626614	0	116.5770736231	46.1848085712	141.6696242565	0	25.3746581841	35.3532027273	117.2853303644	147.5962013043	21.2710387160	85.1275625675	0	23.0773249519	34.9369160888	143.2749209520	31.6012872631	90.6629635103	0	55.6300523386	25.9113389832	23.7763979592	37.0279999107	47.9583973840	145.8190218674	89.8271458772	24.5937427256	49.4782000959	128.5591304413	108.8992219009	176.2881179534	197.8903798632	94.8047138267	71.8201782623	131.3263117082	122.0934397279	132.0964429235	73.1578634568	103.4625711883	0	133.9764456742	160.2213764840	39.8959812782	25.3394661000	84.5043472562	80.6888780306	98.0241698499	38.7262995145	36.1237314364	0	104.7281028953	100.8015119965	100.8019828014	114.8030514176	71.3842136459	0	0	88.0385497323	309.5190118124	37.4561215148	49.4622683731	110.8669216543	51.4764322488	71.1251144902	31.7190148136	54.2804838416	0	21.4902267442	41.9660604786	71.1041688992	26.9773915973	0	29.5451035892	0	30.7948034433	19.9663138299	41.1626820832	0	0	29.4272103584	99.0770177756	22.2738432087	68.2330833405	0	0	0	0	37.0654039160	96.9306225929	44.3359492427	49.6338001289	0	32.8354626314	21.6915173221
PWY-6608: guanosine nucleotides degradation III	69.9282279985	116.1277764224	76.3254112578	0	0	31.2177362305	0	70.4854573447	92.1017308901	146.2952456238	67.5408942694	116.5944701821	56.5782894485	0	87.3267483318	86.0428343502	134.5427281337	36.7678802406	138.9001494555	107.7439884970	30.5590670173	17.4505754049	31.7919919364	85.1479925530	41.6789274723	66.8542994534	26.4852018522	32.0044279279	63.7964901465	78.9881414167	239.2720490672	242.1902948282	194.7882069864	189.7198051506	57.3217150532	392.1446341276	366.8258337789	88.8733001899	413.0200038372	299.8655384941	106.5319391899	278.4869936327	74.7150814327	83.3957313545	80.7178183963	125.4268735049	115.2546626890	75.7208489771	0	292.6615016726	119.8129062266	162.6603475481	43.1082566746	60.9378542260	36.1737758054	145.7313377426	166.1448711026	21.3854015942	92.9348805219	0	79.8883237325	79.6115246491	270.9239118851	52.1577661652	117.9683926151	121.6400913450	68.0799898249	99.7657177494	39.4369727172	103.3004545845	178.1762590807	204.8324386280	198.3522868261	96.2981885757	51.8178943409	162.5505270704	204.4309208089	235.4963001105	241.1732100320	193.5865817729	136.2064823366	152.0899296049	229.9544050512	174.4856176878	76.7822041872	127.7412366805	39.3617335959	172.2158955662	182.0019517895	80.2895565777	55.1313763877	190.7316187273	187.9510018714	126.2865486852	189.9689097455	78.0861671386	90.3631442583	135.7080840470	163.5525691757	188.0181821088	136.7977106520	78.1436092375	0	0	145.8403943159	920.5809679651	81.8087222563	112.6747016129	142.0097099096	58.8773100761	192.1071647972	70.8883572676	61.1428000598	96.2824047253	148.7723143440	101.5479083325	114.7179904002	126.9244685065	0	31.5967258390	55.3501502345	43.8114632194	60.2959533384	42.2148044673	99.7197662522	50.8880711030	67.6337122137	131.5827104827	34.5097989498	97.6852765167	35.1560201067	80.4898603884	0	40.2153146278	79.2817028365	117.4217767116	73.1546620881	52.1437270003	93.5834349972	251.5668288701	90.2080602445
PWY-6609: adenine and adenosine salvage III	1377.8024006382	1329.1485144068	1363.7472430993	409.1803312026	1390.8574438659	1109.1449605785	2132.5441908303	2001.9774096582	2062.2109900076	1777.5884670085	1625.9460501452	1560.1623460246	1223.4528304033	1043.7630157609	1684.2311225071	997.6962855106	1349.7452710019	1107.8043749500	565.7289284168	952.7654974783	740.3783985961	822.6949993289	916.1767893163	1226.2715551091	935.8677896337	1007.2382239367	936.9734815279	1128.4971928717	953.5794544861	1058.9335135222	1036.6407856640	1208.1990444675	1342.0770802135	1287.2543858456	1117.0594617019	1459.3554639836	1465.4421994125	533.9545379298	1679.4898222510	1170.9919227523	803.5269297354	1504.8137906495	1540.3657553190	1185.9966321496	1790.8507581003	983.7937561828	1204.6576822430	1048.4487237793	790.9983553707	1179.7401778039	789.5140070025	1111.0312151357	662.6755248418	1171.8849285726	1165.4548471863	1156.1753095169	1093.5822089739	1132.6974771948	977.4712309074	909.5364434280	753.3212974046	936.4496147267	1135.8974803513	856.5847867151	1042.7740778249	955.9062877701	940.9285768299	1221.2832961385	1094.2595217155	931.5860841331	699.0849470924	1199.8816472311	1027.7308644509	897.2186893132	1482.7411079504	1568.7970984244	1318.1087908209	1006.6380461956	1644.9215034421	1607.7095435320	1117.8019969632	1121.1781570310	1968.9698691941	1503.0103268247	927.9707237395	789.1140372905	981.8196149702	1383.0714078615	1797.9845016016	333.3088616339	702.2274517644	871.6943095631	1330.2319948013	900.1455486357	923.0203364087	910.6629626133	1248.9420188428	930.4460137861	1010.1859641110	934.1595929369	1595.4994065914	533.0441891488	440.2470399050	577.1988225689	1061.8298288273	7093.2262617144	811.2957219870	981.8185589138	1110.8911583694	1191.2022228693	1379.3173925088	960.8076049950	911.3978967935	843.1793447866	945.7853063646	632.6673965825	800.5662840567	714.2696581176	825.8132727899	758.9649785647	758.7146243889	1264.3523525924	812.4790208602	1159.7108823597	1079.3463299435	846.9514284619	794.2949239328	1089.8980307790	845.0341715010	1178.2016018996	1127.5544668131	932.9914885520	1301.3486449937	982.9702006996	709.4761136890	1331.7121518888	1481.9275121013	960.2911718377	1077.2030067265	765.0544213849	687.6591568720
